0,16.0000,37.0000
1,11.0000,25.0000
2,11.0000,26.0000
3,33.0000,74.0000
4,28.0000,0.0000
5,29.0000,10.0000
6,30.0000,62.0000
7,30.0000,62.0000
8,22.0000,35.0000
9,22.0000,35.0000
10,13.0000,29.0000
11,11.0000,26.0000
12,12.0000,27.0000
13,15.0000,35.0000
14,20.0000,41.0000
15,20.0000,36.0000
16,18.0000,33.0000
17,14.0000,30.0000
18,12.0000,27.0000
19,13.0000,29.0000
20,17.0000,37.0000
21,19.0000,42.0000
22,16.0000,37.0000
23,13.0000,28.0000
24,11.0000,26.0000
25,12.0000,27.0000
26,14.0000,32.0000
27,16.0000,36.0000
28,17.0000,36.0000
29,16.0000,34.0000
30,14.0000,31.0000
31,13.0000,29.0000
32,15.0000,33.0000
33,16.0000,37.0000
34,16.0000,35.0000
35,14.0000,31.0000
36,12.0000,27.0000
37,11.0000,26.0000
38,11.0000,26.0000
39,13.0000,29.0000
40,18.0000,40.0000
41,23.0000,49.0000
42,24.0000,43.0000
43,22.0000,31.0000
44,20.0000,28.0000
45,16.0000,28.0000
46,12.0000,26.0000
47,12.0000,27.0000
48,16.0000,36.0000
49,18.0000,42.0000
50,19.0000,45.0000
51,16.0000,37.0000
52,13.0000,30.0000
53,11.0000,26.0000
54,11.0000,25.0000
55,12.0000,26.0000
56,16.0000,35.0000
57,20.0000,45.0000
58,22.0000,46.0000
59,21.0000,37.0000
60,17.0000,27.0000
61,14.0000,24.0000
62,12.0000,24.0000
63,12.0000,26.0000
64,16.0000,36.0000
65,22.0000,50.0000
66,22.0000,50.0000
67,20.0000,45.0000
68,15.0000,34.0000
69,11.0000,26.0000
70,11.0000,25.0000
71,11.0000,25.0000
72,12.0000,27.0000
73,16.0000,36.0000
74,19.0000,43.0000
75,17.0000,38.0000
76,15.0000,32.0000
77,13.0000,25.0000
78,14.0000,27.0000
79,14.0000,29.0000
80,13.0000,30.0000
81,14.0000,32.0000
82,14.0000,33.0000
83,13.0000,29.0000
84,14.0000,31.0000
85,14.0000,31.0000
86,13.0000,30.0000
87,12.0000,28.0000
88,12.0000,27.0000
89,14.0000,31.0000
90,16.0000,36.0000
91,14.0000,32.0000
92,11.0000,26.0000
93,11.0000,26.0000
94,12.0000,28.0000
95,17.0000,38.0000
96,23.0000,51.0000
97,24.0000,53.0000
98,20.0000,44.0000
99,15.0000,33.0000
100,11.0000,26.0000
101,11.0000,26.0000
102,13.0000,28.0000
103,21.0000,46.0000
104,24.0000,55.0000
105,22.0000,49.0000
106,16.0000,35.0000
107,11.0000,26.0000
108,11.0000,25.0000
109,11.0000,25.0000
110,12.0000,27.0000
111,17.0000,38.0000
112,23.0000,52.0000
113,26.0000,58.0000
114,24.0000,54.0000
115,18.0000,40.0000
116,13.0000,29.0000
117,12.0000,27.0000
118,12.0000,28.0000
119,15.0000,34.0000
120,17.0000,39.0000
121,15.0000,34.0000
122,12.0000,28.0000
123,12.0000,28.0000
124,12.0000,28.0000
125,16.0000,35.0000
126,18.0000,40.0000
127,17.0000,39.0000
128,15.0000,35.0000
129,12.0000,28.0000
130,12.0000,27.0000
131,12.0000,28.0000
132,16.0000,37.0000
133,19.0000,42.0000
134,17.0000,39.0000
135,13.0000,31.0000
136,14.0000,31.0000
137,13.0000,30.0000
138,12.0000,28.0000
139,11.0000,27.0000
140,12.0000,27.0000
141,17.0000,37.0000
142,20.0000,44.0000
143,19.0000,42.0000
144,17.0000,36.0000
145,13.0000,29.0000
146,12.0000,26.0000
147,12.0000,27.0000
148,14.0000,32.0000
149,17.0000,37.0000
150,17.0000,39.0000
151,16.0000,36.0000
152,13.0000,30.0000
153,12.0000,26.0000
154,11.0000,25.0000
155,11.0000,25.0000
156,11.0000,25.0000
157,15.0000,29.0000
158,21.0000,40.0000
159,26.0000,49.0000
160,26.0000,51.0000
161,22.0000,44.0000
162,16.0000,34.0000
163,12.0000,27.0000
164,12.0000,27.0000
165,11.0000,26.0000
166,11.0000,25.0000
167,13.0000,27.0000
168,20.0000,42.0000
169,26.0000,55.0000
170,27.0000,58.0000
171,23.0000,48.0000
172,17.0000,37.0000
173,12.0000,28.0000
174,11.0000,25.0000
175,12.0000,26.0000
176,14.0000,29.0000
177,14.0000,30.0000
178,13.0000,28.0000
179,13.0000,26.0000
180,15.0000,24.0000
181,16.0000,24.0000
182,16.0000,24.0000
183,14.0000,24.0000
184,12.0000,25.0000
185,12.0000,24.0000
186,16.0000,32.0000
187,23.0000,49.0000
188,25.0000,53.0000
189,20.0000,44.0000
190,13.0000,28.0000
191,12.0000,25.0000
192,17.0000,24.0000
193,21.0000,23.0000
194,21.0000,23.0000
195,16.0000,24.0000
196,12.0000,25.0000
197,13.0000,25.0000
198,20.0000,26.0000
199,26.0000,28.0000
