0,31.0000,70.0000
1,28.0000,0.0000
2,11.0000,25.0000
3,33.0000,73.0000
4,33.0000,73.0000
5,33.0000,73.0000
6,20.0000,44.0000
7,11.0000,25.0000
8,12.0000,22.0000
9,23.0000,7.0000
10,26.0000,8.0000
11,25.0000,47.0000
12,25.0000,57.0000
13,25.0000,55.0000
14,21.0000,48.0000
15,22.0000,50.0000
16,27.0000,61.0000
17,31.0000,70.0000
18,30.0000,66.0000
19,22.0000,48.0000
20,14.0000,32.0000
21,11.0000,26.0000
22,12.0000,27.0000
23,14.0000,32.0000
24,18.0000,40.0000
25,24.0000,51.0000
26,26.0000,57.0000
27,25.0000,55.0000
28,20.0000,45.0000
29,16.0000,35.0000
30,14.0000,31.0000
31,14.0000,33.0000
32,17.0000,38.0000
33,19.0000,42.0000
34,23.0000,52.0000
35,29.0000,65.0000
36,31.0000,69.0000
37,29.0000,65.0000
38,24.0000,54.0000
39,18.0000,40.0000
40,17.0000,36.0000
41,19.0000,41.0000
42,23.0000,52.0000
43,27.0000,61.0000
44,27.0000,60.0000
45,25.0000,58.0000
46,28.0000,63.0000
47,28.0000,63.0000
48,21.0000,47.0000
49,13.0000,31.0000
50,13.0000,29.0000
51,18.0000,40.0000
52,28.0000,61.0000
53,30.0000,65.0000
54,28.0000,58.0000
55,23.0000,49.0000
56,20.0000,45.0000
57,18.0000,41.0000
58,17.0000,39.0000
59,19.0000,44.0000
60,20.0000,46.0000
61,27.0000,61.0000
62,28.0000,62.0000
63,21.0000,48.0000
64,19.0000,42.0000
65,25.0000,55.0000
66,30.0000,67.0000
67,30.0000,66.0000
68,24.0000,53.0000
69,14.0000,32.0000
70,14.0000,30.0000
71,16.0000,34.0000
72,20.0000,44.0000
73,29.0000,63.0000
74,31.0000,69.0000
75,27.0000,60.0000
76,23.0000,48.0000
77,17.0000,37.0000
78,19.0000,42.0000
79,21.0000,48.0000
80,26.0000,58.0000
81,27.0000,56.0000
82,30.0000,57.0000
83,29.0000,57.0000
84,18.0000,37.0000
85,13.0000,29.0000
86,15.0000,33.0000
87,23.0000,52.0000
88,30.0000,66.0000
89,30.0000,65.0000
90,27.0000,56.0000
91,22.0000,44.0000
92,23.0000,45.0000
93,27.0000,54.0000
94,26.0000,56.0000
95,25.0000,48.0000
96,26.0000,45.0000
97,26.0000,39.0000
98,24.0000,32.0000
99,20.0000,32.0000
100,26.0000,44.0000
101,35.0000,65.0000
102,36.0000,71.0000
103,35.0000,71.0000
104,33.0000,60.0000
105,25.0000,31.0000
106,24.0000,19.0000
107,22.0000,20.0000
108,25.0000,21.0000
109,34.0000,54.0000
110,43.0000,63.0000
111,45.0000,58.0000
112,41.0000,62.0000
113,36.0000,50.0000
114,38.0000,39.0000
115,32.0000,34.0000
116,33.0000,39.0000
117,43.0000,51.0000
118,48.0000,56.0000
119,41.0000,66.0000
120,44.0000,59.0000
121,43.0000,40.0000
122,40.0000,38.0000
123,36.0000,38.0000
124,40.0000,43.0000
125,45.0000,49.0000
126,50.0000,60.0000
127,48.0000,64.0000
128,45.0000,59.0000
129,40.0000,42.0000
130,38.0000,31.0000
131,36.0000,28.0000
132,36.0000,33.0000
133,49.0000,57.0000
134,53.0000,63.0000
135,53.0000,62.0000
136,51.0000,62.0000
137,42.0000,45.0000
138,37.0000,32.0000
139,41.0000,35.0000
140,48.0000,50.0000
141,53.0000,64.0000
142,54.0000,70.0000
143,54.0000,69.0000
144,51.0000,55.0000
145,44.0000,37.0000
146,39.0000,30.0000
147,38.0000,30.0000
148,41.0000,38.0000
149,50.0000,56.0000
150,54.0000,61.0000
151,56.0000,65.0000
152,54.0000,61.0000
153,49.0000,50.0000
154,49.0000,47.0000
155,54.0000,53.0000
156,57.0000,54.0000
157,55.0000,46.0000
158,53.0000,44.0000
159,49.0000,37.0000
160,47.0000,37.0000
161,53.0000,53.0000
162,61.0000,67.0000
163,63.0000,63.0000
164,59.0000,52.0000
165,53.0000,34.0000
166,52.0000,30.0000
167,52.0000,35.0000
168,60.0000,55.0000
169,62.0000,60.0000
170,62.0000,55.0000
171,61.0000,44.0000
172,58.0000,38.0000
173,57.0000,37.0000
174,59.0000,46.0000
175,64.0000,56.0000
176,66.0000,57.0000
177,69.0000,59.0000
178,68.0000,56.0000
179,63.0000,51.0000
180,61.0000,47.0000
181,59.0000,42.0000
182,63.0000,48.0000
183,69.0000,56.0000
184,73.0000,64.0000
185,70.0000,57.0000
186,63.0000,39.0000
187,60.0000,32.0000
188,59.0000,32.0000
189,65.0000,44.0000
190,71.0000,58.0000
191,74.0000,64.0000
192,69.0000,55.0000
193,62.0000,38.0000
194,60.0000,31.0000
195,61.0000,33.0000
196,68.0000,48.0000
197,75.0000,62.0000
198,74.0000,62.0000
199,70.0000,52.0000
