30541	You have to find a way to top yourself. #glee	joy
40541	Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious	sadness
10542	@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered	anger
20542	We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support	fear
30542	You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3	joy
40542	@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant	sadness
10543	I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes 	anger
20543	That last minute was like watching a horror show #GBBO 😥	fear
30543	lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them	joy
40543	Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.	sadness
10544	#Taurus will react angrily when she can't take being provoked any longer.	anger
20544	That old lady is cray cray #scared #BellaIsSoCute  #Empire	fear
30544	@veggiesausage that happens...u will be ok tomorrow cheer it up..Don't give up no no no😝😝😝	joy
40544	Damn gud #premiere #LethalWeapon...#funny and #serious	sadness
10545	@bismahmalik .....Seems like a fight ready to rage on.....	anger
20545	Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor	fear
30545	Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful! 	joy
40545	@sundersays made me laugh, that quote. In a sort of rueful way.	sadness
10546	@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses	anger
20546	It were during the past's mistakes- similar to terror was pretty remarkable.	fear
30546	“The essential Saltes of Animals may be\nArkham’s large outfit from any effects he\nI rejoice that you continue in ye	joy
40546	But When it come to a serious situation, I be glad I gave it deep thought 💯	sadness
10547	I think Paul is what's bitter, not the pastry	anger
20547	Late night #thoughts. Feeling .	fear
30547	@warmneutrals 'passenger in car next to u cheerfully asks for a cigarette and then directions'	joy
40547	All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me	sadness
10548	@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system	anger
20548	@hotpatooties more like quickie divorce #awful	fear
30548	@EtherealMystic_ - felt like he couldn't control — and here she was, giving so much of herself, selflessly pleasing him. His groans were -	joy
40548	Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB	sadness
10549	After becoming boiling hot, after slowly melting, my heart is frozen.	anger
20549	Jk I'm not a loner just really shy 😅	fear
30549	@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :)	joy
40549	@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down 😭😭for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz	sadness
10550	@xandraaa5 @amayaallyn6 shut up hashtags are cool 	anger
20550	i wanna passion and fear	fear
30550	will i ever get the nerve to quit the restaurant ??? find out tonite on glee!	joy
40550	the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices	sadness
10551	@hoytschile fury road!!	anger
20551	@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested	fear
30551	#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers 💙🙏	joy
40551	Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck.	sadness
10552	Realizing that holding a grudge for long is immaturity is wisdom	anger
20552	If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow	fear
30552	@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck	joy
40552	I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.	sadness
10553	@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.	anger
20553	Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations	fear
30553	My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her.	joy
40553	Some Erykah Badu to sedate me 💕	sadness
10554	Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness	anger
20554	Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful 😩😩😩	fear
30554	Cross Party Group on Crofting meeting tonight in @ScotParl. Suspect it's going to be a lively meeting....	joy
40554	@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey	sadness
10555	@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only	anger
20555	@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary 😕	fear
30555	Watch this amazing live.ly broadcast by @brooks_swaggysquad  #musically	joy
40555	Don't get discouraged when simple minds don't see your vision	sadness
10556	@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything'	anger
20556	Sickness bug! 	fear
30556	Riggs dumb ass hell lolol  #LethalWeapon	joy
40556	#ThankYouCGI - Do not grow weary in doing good. #CGI2016	sadness
10557	I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.	anger
20557	sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?	fear
30557	@footballmcd agreed. Memphis looks lively also	joy
40557	@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind	sadness
10558	@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be 	anger
20558	I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh	fear
30558	Hey NASCAR fans. Are you going to the race in Loudon this weekend?  Why not stop by New Day Diner for a great hearty breakfast before you go	joy
40558	I'm too sober time to get shit faced	sadness
10559	im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway	anger
20559	#ntfc mourinho is worried,  bringing Ibra  and Rushford on. 	fear
30559	Had a coworker look at her phone and say, cheerfully, 'oh look, Kap's getting death threats now.' 🙄. Then she goes to say the 49ers are	joy
40559	I don't want perfect. It's too boring and dull.	sadness
