20090	Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone 	fear
30090	Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious	joy
40090	Baaarissshhhhh + sad song =  prefect night — feeling alone	sadness
10091	Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room	anger
20091	She was so posh it frightened me. I'm still scared.	fear
30091	having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling	joy
40091	im so gloomy today	sadness
10092	Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18	anger
20092	In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news	fear
30092	@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!	joy
40092	Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.	sadness
10093	Your twitter picture just makes me fume.	anger
20093	Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.	fear
30093	Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ? #hilarious #missyou	joy
40093	. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices	sadness
10094	@leesyatt you are a cruel, cruel man. #therewillbeblood 	anger
20094	 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?	fear
30094	@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.	joy
40094	Back in Cardiff after an amazing 10 days away 😭 #depressing	sadness
10095	That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit	anger
20095	I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair	fear
30095	@Myahrissavietta I'm cheery now 😘😉	joy
40095	so lost i'm faded	sadness
10096	@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.	anger
20096	Jimmy Carr makes me want to cry and cry *shiver* 	fear
30096	Probably the best OT period I've ever seen. Absolutely exhilarating. #WCH2016 #TeamNA	joy
40096	Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy  #thinktoomuch	sadness
10097	@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay	anger
20097	in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat	fear
30097	Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo	joy
40097	@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer	sadness
10098	I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes	anger
20098	Jimmy Carr makes me want to cry and cry *shiver* #awful	fear
30098	@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness  #happyme	joy
40098	Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness	sadness
10099	@politico @realDonaldTrump another angry white man!	anger
20099	Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅	fear
30099	@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal	joy
40099	tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...	sadness
10100	Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage	anger
20100	And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life	fear
30100	I found #marmite in Australia. `:) #happy	joy
40100	@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.	sadness
10101	The majority of people irritate the fuck out of me, cba with people ahahah	anger
20101	Andrew's hands start shaking and he says 'I hope I die.. like right now'	fear
30101	@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!	joy
40101	@rockcock64 cum and despair	sadness
10102	@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!	anger
20102	I dread this drive every Wednesday 😩	fear
30102	Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake	joy
40102	Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad	sadness
10103	Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! 	anger
20103	A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg	fear
30103	I love seeing happy women, that glow is something real.	joy
40103	i is sad	sadness
10104	@kingvee_ don't provoke me to anger	anger
20104	Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous 😳	fear
30104	Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch 🙈 soo cute 🐺	joy
40104	Wanna pop some pills, sedate myself, and wake up tomorrow.	sadness
10105	You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!	anger
