10000	How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##	anger
20000	I feel like I am drowning. #depression #anxiety #falure #worthless	fear
30000	Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious	joy
40000	Depression sucks! #depression	sadness
10001	So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted 	anger
20001	I get so nervous even thinking about talking to ****** I wanna die	fear
30001	Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂	joy
40001	Feeling worthless as always #depression	sadness
10002	@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice	anger
20002	I lost my blinders .... #panic	fear
30002	Been waiting all week for this game ❤️❤️❤️ #cheer #friday ❤️	joy
40002	Feeling worthless as always 	sadness
10003	so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######	anger
20003	I feel like I am drowning. #depression  #falure #worthless	fear
30003	@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕	joy
40003	My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression	sadness
10004	Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming	anger
20004	This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened	fear
30004	I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.	joy
40004	Im think ima lay in bed all day and sulk. Life is hitting me to hard rn	sadness
10005	My blood is boiling	anger
20005	@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him	fear
30005	Today I reached 1000 subscribers on YT!! , #goodday, #thankful	joy
40005	So when I try I fail... and when I don't try... I still fail... #confused and #lost	sadness
10006	When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt	anger
20006	I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems	fear
30006	@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey #laughter #smile	joy
40006	Extreme sadness	sadness
10007	@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming	anger
20007	@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓	fear
30007	#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love  #TeamMark	joy
40007	my life in one word is depressing	sadness
10008	@TeamShanny legit why i am so furious with him, people are such fucking idiots.	anger
20008	My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible	fear
30008	Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much 	joy
40008	Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression	sadness
10009	How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. 	anger
20009	My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... 	fear
30009	@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot	joy
40009	Feel so grim + ugly atm	sadness
10010	im so mad about power rangers. im incensed. im furious.	anger
20010	procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack	fear
30010	I'm just still . So happy .\nA blast	joy
40010	Honestly depression is kicking my ass lately.. 😔	sadness
10011	Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming	anger
20011	My #anxiety is rising tonight and I'm not sure why. Sometimes I wonder if I'm a magnet for any free-floating anxiety in the universe.	fear
30011	It's meant to be!! #happy #happy	joy
40011	At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice	sadness
10012	Bitches aggravate like what inspires you to be the biggest cunt known to man kind?	anger
20012	Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial	fear
30012	💥⚖️Yeah‼️ PAUL‼️⚖️💥  #glorious #BB18	joy
40012	After 3 idk why I start feeling so depress, sad and lonely.	sadness
10013	Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging	anger
20013	#panic Panic attack from fear of starting new medication	fear
30013	My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay 	joy
40013	I sulk too much for my own good.	sadness
10014	Fuking fuming 😤	anger
20014	Job interview in the afternoon #nervous #ek	fear
30014	😱 @cailamarsai you've had me 😂 😂 the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	joy
40014	A night where depression is winning... #depression #fml #help	sadness
10015	Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. #anger #loathing	anger
20015	I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me 	fear
30015	@iamTinaDatta love you so much #smile 😊😊	joy
40015	Going home is depressing	sadness
10016	@ArizonaCoyotes not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.	anger
20016	anxiety level- 100	fear
30016	@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!	joy
40016	We can't even grieve over one black body before another one pops up due to pig brutality	sadness
10017	I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.	anger
20017	Wah just woke up frm a fucking nightmare	fear
30017	2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling	joy
40017	It's a gloomy ass day	sadness
10018	why are people so offended by kendall he ends photo shoot like seriously shut the fuck up	anger
20018	I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death	fear
30018	@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs 珞	joy
40018	@Fra93_bruno wow I'm just really sadden by that. Terrible	sadness
10019	I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn 	anger
20019	Cosplaying properly for the first time on Saturday! Pretty nervous..	fear
30019	@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.	joy
40019	My heads still in Ibiza but my body is sat at me desk at work #depressing	sadness
10020	Making my buddy cry !! Bitch wait for revenge 🤗👌🏻	anger
20020	@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair	fear
30020	@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol #hilarious	joy
40020	@Ashleyavitia_ don't leave me #sad	sadness
10021	Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult	anger
20021	Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist	fear
30021	When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious	joy
40021	Depression sucks! 	sadness
10022	I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault	anger
20022	@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. #nervous	fear
30022	now that I have my future planned out, I feel so much happier #goals #life #happy #igotthis #yay	joy
40022	It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice	sadness
10023	Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder	anger
20023	im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint	fear
30023	Online now !!!:) all day come play with me !! I'm happy happy horny playful sweet sour;)	joy
40023	This the most depressing shit ever	sadness
10024	@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!	anger
20024	Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues	fear
30024	@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter	joy
40024	Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch	sadness
10025	Actually fuming I have nothing to wear Saturday	anger
20025	Super shitting it about this tattoo #nervous	fear
30025	@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday 	joy
40025	@TMobileHelp my service is down in Cleveland, OH. What's going on? #unhappy	sadness
10026	.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming	anger
20026	Breaking out in hives for the first time since college finals. #anxiety sucks	fear
30026	@WSJNordics You make the world a more joyful place. #TheNiceBot	joy
40026	What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing	sadness
