10821	GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED 	anger
20821	Today has dragged on 	fear
30821	People who cheer for sports teams completely outside of New Jersey or PA piss me off	joy
10822	snap: hiAleshia 😃	anger
20822	Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide	fear
30822	@DamnPatriot You're a POS for rejoicing in someone's death.	joy
10823	I need to stop second guess myself and just go with the first thought and go with it. 	anger
20823	I really hate Mel and Sue. They think they're hilarious and they're just awful	fear
10824	630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold	anger
20824	@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. 	fear
10825	@ezlisteningdisc it doesn't offend me but it's just,,, Weird.	anger
20825	@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff	fear
10826	Drop Snapchat names #bored  #swap #pics	anger
20826	@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible	fear
10827	Follow me on Snapchat 👻 Carlabtst15 #snapchat 	anger
20827	@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!	fear
10828	I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection	anger
20828	@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.	fear
10829	follow my girl tiff she only got 3 followers💖💘💖💘💘 @00tiffanyr	anger
20829	@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible	fear
10830	@Ms_HeartAttack peanut butter takes away the sting	anger
20830	@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus	fear
10831	hate to see y'all frown but I'd rather see him smiling 💕✨	anger
20831	@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.	fear
10832	@JaredLeto Jared + #snap? 💘	anger
20832	#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...	fear
10833	Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme  #nudes #tits #snapchat	anger
20833	I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins	fear
10834	ordered my vacation bathing suits. one less thing to fret about.	anger
20834	Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book	fear
10835	Cheap pout my brodcast	anger
20835	How had Matty Dawson not scored there!!!!! 	fear
10836	Ughhh love a clean house and my incense lit aromatherapy	anger
20836	Fuck being shy, I'm trying to be up in them thighs.	fear
10837	Follow me on Snapchat 👻 Carlabtst15 #snapchat #snap	anger
20837	If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees 	fear
