30180	@TampaBayRay I cried with laughter.	joy
40180	so gutted i dropped one of my earrings down the sink at school	sadness
10181	I got fever highs\nI got boiling blood	anger
20181	@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror	fear
30181	I'm due for a big change! I've prayed on it, I think I deserve it #positivity #optimism	joy
40181	Having holiday blues! #WantToGoBackToMinehead.	sadness
10182	@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits	anger
20182	&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(	fear
30182	@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂 @grimmers @fionaradio @TinaDaheley	joy
40182	I'd rather die alone then end up with somebody who can't be sober	sadness
10183	I can't even right now #bb18 #rage	anger
20183	The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati	fear
30183	It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!	joy
40183	I don't think it's fully sunk in that Val is gone yet	sadness
10184	@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter	anger
20184	Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much	fear
30184	tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo	joy
40184	Hate being sober so I popped two	sadness
10185	Why are people that don't have iPhones so bitter about iPhones???? Can someone explain	anger
20185	@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg 	fear
30185	@reinervshunter you got this #staystrong #smile #yourebeautiful	joy
40185	It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair	sadness
10186	@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.	anger
20186	I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare	fear
30186	It's Thursday which means it's Grey's day #TGIT 	joy
40186	@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant	sadness
10187	@deshbhakthoon always unhappy and easily offended.	anger
20187	@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters	fear
30187	Watch this amazing live.ly broadcast by @brooke_bridges  #musically	joy
40187	@X_KIMTAEHYUNG_X \n— momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before —	sadness
10188	@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it	anger
20188	Scott Dann injured aka my worst nightmare	fear
30188	The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman	joy
40188	All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness	sadness
10189	All hell is breaking loose in Charlotte. #CharlotteProtest  #looting	anger
20189	bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy	fear
30189	I am always ready to #smile.	joy
40189	The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing 🙄🙄	sadness
10190	When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt	anger
20190	induction day tomorrow for pizza express #nervous	fear
30190	Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.	joy
40190	Liam is too distant makes me mourn 😪	sadness
10191	Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott	anger
20191	Dates in the glove box' is pure panic excuse #GBBO	fear
30191	Lmboo , using my nephew for meme #hilarious	joy
40191	It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable 	sadness
10192	Not giving a fuck is better than revenge.	anger
20192	Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed	fear
30192	@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.	joy
40192	This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.	sadness
10193	@winksahoy we about to get shit on by the wrath of winter out of nowhere	anger
20193	I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul 	fear
30193	Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL	joy
40193	@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad	sadness
10194	@GrxjicTank WHY though! Why did u want to offend Americans?	anger
