text	emotions
i feel a little obnoxious so im just going to let it take up all the space i can i was happy to see eleventysevens name on the list	love
i do feel insulted they are skinnier than me	love
im feeling more than just a little irritated with political agendas interfering with health care	love
i know is pain all i feel is rain how can i maintain with mad shit on my brain	love
i feel cheated and jealous of people whose lives are patterned in a way that i would have liked mine to be	love
i didnt feel mad nor did felt anything that would make her feel im rejecting her	love
i have a feeling that it had been a long time that i havent listened to an agitated house music like this one	love
i can believe that the now is neither good nor bad it just is and again that the future is neither good nor bad it just is i might not feel so impatient	love
i mean omg it was such a long time ago when we could be together like this waaaaai really enjoyed it even though i feel like i was a bit bitchy cause i was tired from all the decoration works	love
i am feeling the pinch of my dream and i am impatient to move it to the next level because what i do affects my son and his dreams	love
i feel a bit distracted by the two stick bits in the corner behind the man	love
i had answered my phone many times to a sobbing erica and sat down in the middle of whatever it was i was doing to make sure that she didnt feel that i was distracted as i listened to her lament over her fears and her hurts	love
i just cant help but feel so stressed out maybe im just being stupid	love
i could name a hundred of reasons to feel envious thinking about those silly couple dome moments	love
i could almost feel it as the flames singed and tortured her frail delicate body leaving nothing behind but a foul smelling concoction of wood and burnt flesh	love
i feel no need to not apologize over a petty argument	love
i was fresh out of college in may of feeling very frustrated with the job search	love
i should rejoice when lost sheep are found rather than feeling irritated that they were ever lost in the first place	love
i start feeling very aggravated and put my head phones on	love
ive dwelt on the guilty feeling especially when i think about my selfish destructive past behavior in interpersonal relationships	love
i feel jealous on this day for all the women that declare how they couldnt live without their mothers	love
i feel you ve already fucked with me once	love
i wanted to go after it because i was feeling vicious and	love
i awoke early already starting to feel agitated and tired	love
i noticed when she said she feels jealous of my interactions with others i felt afraid that she would punish by withdrawing	love
i look back and i feel appalled at myself and at an environment in which a couple could be so beaten down by discrimination that they wouldn t complain not even in a situation where they had the money and supposedly the power	love
i feel selfish feeling like this but i can t help it i feel selfish feeling like this but i can t help it a href http jumbleupon	love
i feel so irritated and defeated	love
i spoke calmly i thought everything through and probably most importantly i didn t feel angry	love
when on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk	love
i get up early and pray even when i feel distracted and tired the less i see myself as distant from god	love
i refuse to feel stressed out angry about this because well why the fuck would i do that	love
i feel like a mad person when i write these posts as it seems like im talking to myself	love
im feeling grouchy because i noticed a few days ago that an edited volume that came out within the last two years touches upon some issues that i hoped i would be the very special little snowflake first scholar to raise	love
im bored im tired i feel so fucked up	love
i found this out to my relief today because i wasnt feeling up to being obnoxious enough to actually ask	love
im feeling a little cranky today about all this nonsense in case its hard to tell	love
i stopped for a while since i feel bothered	love
im feeling particularly bitter about my work day so much so thatd id like to throw a terrible fit	love
i visit when im feeling stressed and or inadequate	love
i like to play the good guy even though i understand that a whole lot of parents and peace lovers out there feel like there is no such thing in a violent video game	love
i do feel frustrated that depression still features in my life but i m also grateful that i ve been given the opportunity to at least experience some time without it	love
i will keep trying to comfort myself but afterwhich that i will suddenly feel that i am self deceiving and the event will indeed occur then i will comfort myself again then the vicious cycle goes on	love
i feel so hostile when it comes to food eating working out or self image	love
im starting to feel dissatisfied and unhappy with work again	love
id get that sickly sexual twisting feeling the type i only get now from looking over a dangerous ledge	love
i know is summer is starting to make me feel cranky	love
i feel disgusted with myself if i dwell on how much i have in common with these faceless youtube pseudonyms whose cognitive dissonance appears to completely obscure their own proclivities	love
a friend prepared a soup with chicken heads and invited me to eat it i saw the eyes staring at me and the tongues hanging out of the bills i was so disgusted that i felt nausea and had to leave the room	love
i feel bitter and sometimes angry	love
i feel like im just explaining why im irritable people tell me that i am wrong and im like aghghghgh stop	love
i feel so agitated for no reason	love
i would sometimes cant help but feel it and i hated when it whenever i felt like it	love
i feel pissed off about this	love
i live in dublin they dont have it in any shop only gothic and download i dont like to download and anyways its nowhere where i can find to download it i played g but i cant get fuckin notr feelin so fucked up right now	love
i still feel like goddards two or three things i know about her ou choses que je sais delle is one of the most hateful films ever made but it does not bother me in it indulgences nearly as much as inglourious basterds	love
i suddenly feel like a selfish ungrateful child	love
i feel a bit cranky a little on edge	love
when i was getting up	love
im ever feeling stressed i whack heart on black on and it kicks me back into shape	love
i kept on tapping my feet up and down as usual and feeling extremely irritable	love
i feel angry with ls ways of getting at me all the time	love
i dont know whether your criticism was just a joke or what but i feel offended by you	love
i am not feeling impatient rather enjoying all the attention and exercise my groceries of receiving	love
i distinctly remember feeling unreasonably angry or sad as a kid when my breakfast did not go exactly as i wanted it	love
im happy to report im still not feeling terribly stressed	love
i was still feeling irritable at everything	love
i feel i started to believe all of them while i truly suffered no dangerous consequences despite using it for over a days right now	love
i am an asian and years ago i used to feel offended when someone calls me fro china or japan	love
i actually feel jealous of the girls and boys learning dance and music in that hallowed institution	love
i feel angry each time i ask you once and then again	love
someone i know and respect sexually assulted a girl	love
i woke up on sunday feeling deeply dissatisfied and made steps to rectify the restraint immediately	love
im feeling agitated and prickly	love
i want too but i can t help but to feel irritated	love
i feel like i should have been out doing more dangerous stuff and being stupider than i was	love
i started to feel really resentful of both the time and the money hour is too much to spend just to avoid hurting someone s feelings	love
i feel so much pain and angered right now especially that the person means so much to me	love
ive absolutely no idea how to feel i feel hated but am i	love
i feel as if infinity ward is too stubborn to recognize treyarch black ops improvements to the cod formula and completely omitted what they added to this newest modern warfare	love
i do feel a bit bitchy today i dont think i was particularly rude	love
i feel like he is starting to get annoyed with me	love
im feeling and feeling so disgusted towards homer and this lady is very unbearable	love
i have a feeling that the way i am feeling is overly agitated by a conversation that i had with a friend tonight	love
when i opted for my research field	love
when i was robbed in a bus	love
i have people i can talk to about all of this even outside of my therapist but i always feel as though im just being petty and wasting their time	love
i feel so betrayed when i shouldnt and so angered when i dont have the right to	love
i suppose i should do it because i feel it would be rude not to	love
i feel after today s post i need to apologize i knew to an extent it would cause some disagreements however i didn t expect so many people would be strongly offended by it	love
when someone whom i trusted	love
i remember hearing my drink crash to the floor and feeling the cold sticky liquid splash on my legs	love
i had been feeling between us distracted me from the wonderful things that i had	love
i am feeling a little bit violent with my bad self today	love
i have gone from feeling bitter about a bad break up to feeling thankful for it	love
i dont return calls or texts i feel rude	love
i talk to her i used to feel like i had one ally someone who was kind of rebellious like me or at least understood me a little	love
i am feeling resentful because i am thinking to myself that she should trust me	love
i know that conveying feelings through text messages is insincere but honestly i can t bear to bring those words out of my mouth	love
i was feeling yesterday dissatisfied empty and displeased with my choices	love
i didnt feel angry i didnt feel bitter i felt	love
i might feel irritable or nervous but i didn t want a cigarette	love
i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems	love
i found myself feeling jealous of how the author was able to fit in so well in norway france and germany	love
ive been feeling a little impatient of late	love
i feel which i hate that i am selfish sometimes but tonight i just needed to vent	love
i helped tony delve into his issues which ranged from his overbearing mother to the detached feelings he felt from his father and helped the audience understand this tortured soul	love
i am then frustrated with how i feel because i know that the reason i feel that way is because i am selfish and foolish	love
